date,temperature,precipitation,wind_speed,weather_state
2024-09-09,17.6,0.6,6.7,cloudy
2024-09-10,15.0,17.9,11.0,rainy
2024-09-11,12.4,11.7,6.1,rainy
2024-09-12,11.9,3.9,4.8,cloudy
2024-09-13,13.1,0.0,7.0,cloudy
2024-09-14,13.8,0.0,6.0,cloudy
2024-09-15,15.0,0.0,4.1,partly_cloudy
2024-09-16,16.3,0.1,4.9,cloudy
2024-09-17,15.1,0.0,6.6,cloudy
2024-09-18,15.8,0.0,4.7,cloudy
2024-09-19,16.6,0.0,5.7,cloudy
2024-09-20,17.1,0.0,6.7,cloudy
2024-09-21,16.5,0.0,6.0,cloudy
2024-09-22,16.8,0.0,5.2,cloudy
2024-09-23,16.8,0.3,4.3,cloudy
2024-09-24,16.7,3.8,6.6,cloudy
2024-09-25,14.8,0.8,8.0,cloudy
2024-09-26,14.2,43.9,7.3,rainy
2024-09-27,13.1,20.9,10.6,rainy
2024-09-28,10.9,1.9,12.1,cloudy
2024-09-29,12.5,0.0,6.4,cloudy
2024-09-30,11.7,2.8,10.7,cloudy
2024-10-01,10.8,0.6,12.1,cloudy
2024-10-02,10.5,0.0,7.5,cloudy
2024-10-03,10.6,0.0,5.6,cloudy
2024-10-04,11.9,0.0,2.2,partly_cloudy
2024-10-05,11.5,0.0,3.2,partly_cloudy
2024-10-06,11.0,0.0,6.4,cloudy
2024-10-07,11.0,2.3,7.6,cloudy
2024-10-08,13.0,3.0,6.3,cloudy
2024-10-09,13.1,3.4,6.1,cloudy
2024-10-10,11.5,1.5,10.2,cloudy
2024-10-11,10.7,2.4,9.3,cloudy
2024-10-12,10.7,7.0,8.8,rainy
2024-10-13,10.6,5.4,11.4,rainy
2024-10-14,10.1,0.3,7.2,cloudy
2024-10-15,9.8,0.0,3.7,partly_cloudy
2024-10-16,10.2,0.0,9.7,cloudy
2024-10-17,11.6,0.1,7.4,cloudy
2024-10-18,13.2,0.1,3.9,partly_cloudy
2024-10-19,11.8,6.8,4.6,rainy
2024-10-20,13.0,0.9,9.2,cloudy
2024-10-21,13.7,,8.5,cloudy
2024-10-22,12.7,0.0,7.0,cloudy
2024-10-23,12.6,0.0,5.7,cloudy
2024-10-24,11.4,0.0,6.5,cloudy
2024-10-25,11.6,0.0,4.9,cloudy
2024-10-26,12.4,0.0,4.4,cloudy
2024-10-27,11.8,3.2,6.3,cloudy
2024-10-28,12.3,3.4,6.1,cloudy
2024-10-29,13.3,0.6,3.6,partly_cloudy
2024-10-30,12.0,0.0,6.5,cloudy
